"time_millis","cpu"
1509009797572,15.55
1509009797573,17.09
1509009797574,18.89
1509009797575,17.25
1509009797576,12.16
1509009797577,16.85
1509009797578,9.23
1509009797579,13.7
1509009797580,10.15
1509009797581,14.05
1509009797582,10.01
1509009797583,17.95
1509009797584,13.84
1509009797585,15.42
1509009797586,16.4
1509009797587,16.93
1509009797588,17.79
1509009797589,16.98
1509009797590,14.5
1509009797591,12.74
1509009797592,12.95
1509009797593,12.24
1509009797594,12.68
1509009797595,11.9
1509009797596,16.22
1509009797597,13.64
1509009797598,15.82
1509009797599,13.89
1509009797600,12.54
1509009797601,13.07
1509009797602,18.11
1509009797603,12.41
1509009797604,14.31
1509009797605,14.51
1509009797606,16.04
1509009797607,16.65
1509009797608,14.6
1509009797609,12.09
1509009797610,16.12
1509009797611,14.08
1509009797612,11.34
1509009797613,14.64
1509009797614,12.05
1509009797615,11.54
1509009797616,14.21
1509009797617,14.64
1509009797618,10.39
1509009797619,13.82
1509009797620,16.27
1509009797621,16.98
1509009797622,16.83
1509009797623,14.79
1509009797624,10.83
1509009797625,18.84
1509009797626,14.66
1509009797627,18.04
1509009797628,13.37
1509009797629,10.91
1509009797630,15.94
1509009797631,15.8
1509009797632,10.35
1509009797633,11.43
1509009797634,18.87
1509009797635,18.16
1509009797636,15.15
1509009797637,17.86
1509009797638,16.65
1509009797639,10.59
1509009797640,19.01
1509009797641,14.02
1509009797642,14.06
1509009797643,16.73
1509009797644,16.74
1509009797645,19.65
1509009797646,7.8
1509009797647,16.49
1509009797648,14.61
1509009797649,14.11
1509009797650,15.83
1509009797651,12.74
1509009797652,14.83
1509009797653,14.64
1509009797654,18.06
1509009797655,14.32
1509009797656,14.52
1509009797657,10.72
1509009797658,18.63
1509009797659,13.68
1509009797660,13.53
1509009797661,8.67
1509009797662,11.09
1509009797663,11.36
1509009797664,9.46
1509009797665,15.93
1509009797666,13.62
1509009797667,15.45
1509009797668,13.01
1509009797669,16.8
1509009797670,11.3
1509009797671,16.39
1509009797672,11.64
1509009797673,9.51
1509009797674,12.97
1509009797675,11.07
1509009797676,12.6
1509009797677,17.28
1509009797678,14.78
1509009797679,12.32
1509009797680,13.72
1509009797681,14.66
1509009797682,11.5
1509009797683,16.32
1509009797684,15.47
1509009797685,15.66
1509009797686,16.2
1509009797687,11.44
1509009797688,13.12
1509009797689,15.47
1509009797690,10.42
1509009797691,8.44
1509009797692,16.89
1509009797693,16.57
1509009797694,16.6
1509009797695,18.61
1509009797696,18.34
1509009797697,15.41
1509009797698,17.86
1509009797699,14.23
1509009797700,18.27
1509009797701,13.1
1509009797702,19.49
1509009797703,17.74
1509009797704,12.1
1509009797705,13.37
1509009797706,12.6
1509009797707,9.7
1509009797708,12.99
1509009797709,13.08
1509009797710,10.49
1509009797711,17.89
1509009797712,11.53
1509009797713,15.7
1509009797714,13.82
1509009797715,15.52
1509009797716,13.75
1509009797717,15.74
1509009797718,15.08
1509009797719,11.69
1509009797720,11.14
1509009797721,18.94
1509009797722,14.59
1509009797723,16.19
1509009797724,18.21
1509009797725,15.69
1509009797726,11.86
1509009797727,13.69
1509009797728,8.21
1509009797729,14.8
1509009797730,17.57
1509009797731,10.9
1509009797732,13.67
1509009797733,14.13
1509009797734,11.46
1509009797735,9.52
1509009797736,16.71
1509009797737,16.14
1509009797738,15.14
1509009797739,14.54
1509009797740,15.02
1509009797741,16.63
1509009797742,12.32
1509009797743,14.27
1509009797744,19.65
1509009797745,14.85
1509009797746,14.3
1509009797747,13.44
1509009797748,10.58
1509009797749,17.56
1509009797750,16.49
1509009797751,11.32
1509009797752,16.43
1509009797753,18.65
1509009797754,7.59
1509009797755,18.78
1509009797756,10.56
1509009797757,11.49
1509009797758,13.77
1509009797759,11.74
1509009797760,9.29
1509009797761,11.47
1509009797762,14.56
1509009797763,16.45
1509009797764,11.22
1509009797765,9.82
1509009797766,11.45
1509009797767,18.58
1509009797768,14.06
1509009797769,16.05
1509009797770,15.28
1509009797771,10
1509009797772,20.29
1509009797773,13.38
1509009797774,13.96
1509009797775,17.07
1509009797776,11.22
1509009797777,14.95
1509009797778,14.32
1509009797779,11.68
1509009797780,13.39
1509009797781,18.25
1509009797782,14.45
1509009797783,21.51
1509009797784,15.77
1509009797785,14.96
1509009797786,10.02
1509009797787,13.88
1509009797788,15.91
1509009797789,16.9
1509009797790,15.8
1509009797791,20.33
1509009797792,10.2
1509009797793,13.69
1509009797794,16.85
1509009797795,17.6
1509009797796,17.77
1509009797797,9.43
1509009797798,11.14
1509009797799,16.34
1509009797800,9.6
1509009797801,14.89
1509009797802,13.05
1509009797803,11.43
1509009797804,11.23
1509009797805,12.09
1509009797806,14.68
1509009797807,16.28
1509009797808,16.51
1509009797809,18.02
1509009797810,8.95
1509009797811,15.12
1509009797812,15.21
1509009797813,17.14
1509009797814,14.11
1509009797815,14.92
1509009797816,10.58
1509009797817,17.22
1509009797818,14.12
1509009797819,20.82
1509009797820,16.4
1509009797821,14.36
1509009797822,14.04
1509009797823,15.76
1509009797824,15.68
1509009797825,14.97
1509009797826,12.04
1509009797827,13.99
1509009797828,14.07
1509009797829,17.19
1509009797830,16.09
1509009797831,16.19
1509009797832,10.83
1509009797833,12.4
1509009797834,19.7
1509009797835,15.94
1509009797836,14.32
1509009797837,18.95
1509009797838,14.82
1509009797839,13.77
1509009797840,12.5
1509009797841,13.61
1509009797842,15.63
1509009797843,17.18
1509009797844,15.74
1509009797845,19.28
1509009797846,18.22
1509009797847,12.18
1509009797848,7.83
1509009797849,13.01
1509009797850,14.17
1509009797851,14.09
1509009797852,14.15
1509009797853,15.41
1509009797854,16.34
1509009797855,19.08
1509009797856,14.94
1509009797857,9.15
1509009797858,15.02
1509009797859,14.7
1509009797860,15.87
1509009797861,15.13
1509009797862,16.35
1509009797863,19.01
1509009797864,19.47
1509009797865,20.17
1509009797866,9.64
1509009797867,8.32
1509009797868,14.09
1509009797869,11.67
1509009797870,7.75
1509009797871,16.53
1509009797872,12.76
1509009797873,17.13
1509009797874,13.37
1509009797875,13.78
1509009797876,22.28
1509009797877,12.93
1509009797878,13.69
1509009797879,13.41
1509009797880,16.45
1509009797881,17.83
1509009797882,15.19
1509009797883,11.2
1509009797884,13.92
1509009797885,9.28
1509009797886,13.52
1509009797887,14.3
1509009797888,10.03
1509009797889,20.35
1509009797890,16.62
1509009797891,12.83
1509009797892,16.36
1509009797893,18.15
1509009797894,17.26
1509009797895,19.63
1509009797896,22.8
1509009797897,14.17
1509009797898,8.53
1509009797899,10.73
1509009797900,17.77
1509009797901,15.02
1509009797902,11.76
1509009797903,12.01
1509009797904,11.01
1509009797905,14.95
1509009797906,15.74
1509009797907,19.03
1509009797908,14.67
1509009797909,14.9
1509009797910,13.35
1509009797911,15.24
1509009797912,16.17
1509009797913,20.82
1509009797914,14.5
1509009797915,14.55
1509009797916,14.16
1509009797917,14.31
1509009797918,14.31
1509009797919,19.97
1509009797920,17.18
1509009797921,10.78
1509009797922,12.47
1509009797923,14.73
1509009797924,15.56
1509009797925,9.4
1509009797926,14.3
1509009797927,13.76
1509009797928,15.04
1509009797929,10.04
1509009797930,9.95
1509009797931,16.55
1509009797932,13.45
1509009797933,16.07
1509009797934,17.11
1509009797935,12.81
1509009797936,14.14
1509009797937,15.99
1509009797938,15.46
1509009797939,14.31
1509009797940,12.07
1509009797941,14.03
1509009797942,18.43
1509009797943,18.24
1509009797944,18.49
1509009797945,13.26
1509009797946,13.39
1509009797947,17.34
1509009797948,16.22
1509009797949,14.57
1509009797950,10.92
1509009797951,13.57
1509009797952,17.77
1509009797953,17.63
1509009797954,14.16
1509009797955,13.76
1509009797956,13.67
1509009797957,20.08
1509009797958,15.14
1509009797959,16.24
1509009797960,13.54
1509009797961,11.75
1509009797962,11.54
1509009797963,18.8
1509009797964,15.5
1509009797965,8.62
1509009797966,13.54
1509009797967,15.89
1509009797968,14.59
1509009797969,14.01
1509009797970,12.81
1509009797971,14.91
1509009797972,8.22
1509009797973,12.08
1509009797974,14.19
1509009797975,15.62
1509009797976,7.63
1509009797977,17.57
1509009797978,9.26
1509009797979,16.2
1509009797980,15.83
1509009797981,17.98
1509009797982,18.97
1509009797983,16.89
1509009797984,15.65
1509009797985,15.14
1509009797986,11.24
1509009797987,15.64
1509009797988,12.56
1509009797989,16.97
1509009797990,13.26
1509009797991,12.02
1509009797992,15.18
1509009797993,16.13
1509009797994,12.01
1509009797995,15.1
1509009797996,14.74
1509009797997,9.91
1509009797998,19.56
1509009797999,15.18
1509009798000,18.93
1509009798001,16.42
1509009798002,16.34
1509009798003,12.95
1509009798004,16.7
1509009798005,21.18
1509009798006,15.71
1509009798007,14.21
1509009798008,12.48
1509009798009,13.65
1509009798010,20.76
1509009798011,14.22
1509009798012,16.37
1509009798013,12.18
1509009798014,9.99
1509009798015,16.66
1509009798016,14.17
1509009798017,9.34
1509009798018,18.66
1509009798019,15.86
1509009798020,16.23
1509009798021,18.48
1509009798022,8.81
1509009798023,16.88
1509009798024,12.06
1509009798025,14
1509009798026,17.53
1509009798027,13.79
1509009798028,12.04
1509009798029,17.05
1509009798030,15.08
1509009798031,18.23
1509009798032,9.63
1509009798033,17.63
1509009798034,12.14
1509009798035,12
1509009798036,14.76
1509009798037,13.97
1509009798038,20.46
1509009798039,19.05
1509009798040,14.08
1509009798041,14.46
1509009798042,9.29
1509009798043,18.34
1509009798044,12.61
1509009798045,13.51
1509009798046,9.1
1509009798047,15.46
1509009798048,15.94
1509009798049,10.16
1509009798050,21.46
1509009798051,16.58
1509009798052,14.38
1509009798053,17.01
1509009798054,18.45
1509009798055,12.17
1509009798056,20.77
1509009798057,17.86
1509009798058,19.88
1509009798059,12.93
1509009798060,12.53
1509009798061,18.14
1509009798062,11.32
1509009798063,17.89
1509009798064,14.87
1509009798065,13.23
1509009798066,14.93
1509009798067,16.13
1509009798068,13.63
1509009798069,12.07
1509009798070,13.6
1509009798071,15.89
1509009798072,18.98
1509009798073,10.49
1509009798074,14.87
1509009798075,13.77
1509009798076,14.17
1509009798077,10.84
1509009798078,15.19
1509009798079,13.18
1509009798080,17.74
1509009798081,16.58
1509009798082,13.84
1509009798083,15.08
1509009798084,15.21
1509009798085,16.4
1509009798086,10.53
1509009798087,13.85
1509009798088,16.76
1509009798089,16.89
1509009798090,13.6
1509009798091,10.89
1509009798092,14.07
1509009798093,12.82
1509009798094,18.19
1509009798095,16.15
1509009798096,7.15
1509009798097,17.57
1509009798098,17.6
1509009798099,11.79
1509009798100,13.31
1509009798101,17.13
1509009798102,17.57
1509009798103,14.47
1509009798104,12.92
1509009798105,9.66
1509009798106,18.3
1509009798107,13.13
1509009798108,11.19
1509009798109,15.37
1509009798110,18.09
1509009798111,20.55
1509009798112,16.57
1509009798113,10.79
1509009798114,16.55
1509009798115,14.74
1509009798116,19.86
1509009798117,11.9
1509009798118,13.44
1509009798119,19.02
1509009798120,13.16
1509009798121,19.21
1509009798122,13.1
1509009798123,10.47
1509009798124,18.14
1509009798125,13.34
1509009798126,7.8
1509009798127,10.7
1509009798128,15.95
1509009798129,12.89
1509009798130,16.44
1509009798131,16.79
1509009798132,16.61
1509009798133,14.37
1509009798134,14.78
1509009798135,15.54
1509009798136,6.64
1509009798137,12.97
1509009798138,7.22
1509009798139,11.42
1509009798140,16.02
1509009798141,18.84
1509009798142,13.08
1509009798143,14.8
1509009798144,15.97
1509009798145,13.41
1509009798146,12.02
1509009798147,11.48
1509009798148,13.21
1509009798149,13.13
1509009798150,19.62
1509009798151,15.96
1509009798152,18.23
1509009798153,16.48
1509009798154,17.96
1509009798155,18.05
1509009798156,14.9
1509009798157,18.23
1509009798158,14.85
1509009798159,13.62
1509009798160,13.26
1509009798161,14.2
1509009798162,20.21
1509009798163,11.45
1509009798164,15.59
1509009798165,17.8
1509009798166,18.47
1509009798167,11.65
1509009798168,10.59
1509009798169,12.95
1509009798170,12.67
1509009798171,10.48
1509009798172,13.51
1509009798173,13.07
1509009798174,14.34
1509009798175,17.43
1509009798176,12.15
1509009798177,16.51
1509009798178,16.09
1509009798179,13.39
1509009798180,16.12
1509009798181,17.1
1509009798182,14.52
1509009798183,11.12
1509009798184,17.7
1509009798185,14.21
1509009798186,11.41
1509009798187,17.83
1509009798188,14.08
1509009798189,12.06
1509009798190,12.23
1509009798191,13.5
1509009798192,12.08
1509009798193,16.22
1509009798194,6.82
1509009798195,20.26
1509009798196,12.36
1509009798197,11.57
1509009798198,13.96
1509009798199,14.98
1509009798200,12.29
1509009798201,15.85
1509009798202,16.03
1509009798203,15.2
1509009798204,15.59
1509009798205,18.2
1509009798206,18.85
1509009798207,14.2
1509009798208,13.15
1509009798209,14.06
1509009798210,10.53
1509009798211,17.41
1509009798212,14.35
1509009798213,13.26
1509009798214,12.46
1509009798215,18.71
1509009798216,13.98
1509009798217,10.95
1509009798218,17.99
1509009798219,16.41
1509009798220,14.74
1509009798221,18.67
1509009798222,12.69
1509009798223,17.87
1509009798224,8.11
1509009798225,15.63
1509009798226,13.08
1509009798227,11.52
1509009798228,18.11
1509009798229,17.53
1509009798230,13.5
1509009798231,15.41
1509009798232,19.98
1509009798233,16.75
1509009798234,17.7
1509009798235,16.86
1509009798236,19.2
1509009798237,12.74
1509009798238,7.69
1509009798239,12.19
1509009798240,14.05
1509009798241,14.54
1509009798242,14.43
1509009798243,14.58
1509009798244,15.05
1509009798245,22.59
1509009798246,10.96
1509009798247,19.15
1509009798248,14.04
1509009798249,9.61
1509009798250,10.87
1509009798251,18.33
1509009798252,16.94
1509009798253,10.57
1509009798254,15.22
1509009798255,12.45
1509009798256,19.61
1509009798257,13.2
1509009798258,12.46
1509009798259,13.47
1509009798260,11.06
1509009798261,14.17
1509009798262,16.32
1509009798263,18.41
1509009798264,14.91
1509009798265,12.51
1509009798266,9.79
1509009798267,17.91
1509009798268,12.24
1509009798269,11.1
1509009798270,15.67
1509009798271,14.42
1509009798272,14.3
1509009798273,11.7
1509009798274,13.05
1509009798275,16.51
1509009798276,9.54
1509009798277,10.42
1509009798278,12.98
1509009798279,18.55
1509009798280,13.29
1509009798281,12.67
1509009798282,16.4
1509009798283,11.19
1509009798284,17.02
1509009798285,11.13
1509009798286,12.41
1509009798287,15.82
1509009798288,15.84
1509009798289,14.49
1509009798290,15.78
1509009798291,18.02
1509009798292,17.74
1509009798293,11.25
1509009798294,8.98
1509009798295,15.78
1509009798296,13.44
1509009798297,14.83
1509009798298,11.85
1509009798299,16.52
1509009798300,15.83
1509009798301,13.95
1509009798302,18
1509009798303,17.92
1509009798304,13.72
1509009798305,15.93
1509009798306,15.44
1509009798307,16.65
1509009798308,15.66
1509009798309,9.71
1509009798310,12.09
1509009798311,13.59
1509009798312,9.04
1509009798313,13.69
1509009798314,10.67
1509009798315,14.14
1509009798316,16.07
1509009798317,18.21
1509009798318,17.65
1509009798319,12.94
1509009798320,11.15
1509009798321,16.54
1509009798322,14.55
1509009798323,15.42
1509009798324,14.6
1509009798325,19.41
1509009798326,11.24
1509009798327,14.15
1509009798328,20.14
1509009798329,14.64
1509009798330,19.44
1509009798331,17.13
1509009798332,16.06
1509009798333,13.91
1509009798334,14.8
1509009798335,18.41
1509009798336,11.52
1509009798337,14.67
1509009798338,12.85
1509009798339,16.76
1509009798340,15.98
1509009798341,16.8
1509009798342,15.64
1509009798343,11.64
1509009798344,20.4
1509009798345,20.4
1509009798346,12.26
1509009798347,10.53
1509009798348,14.73
1509009798349,16.48
1509009798350,12.39
1509009798351,11.08
1509009798352,15.09
1509009798353,10.44
1509009798354,13.38
1509009798355,18.01
1509009798356,16.82
1509009798357,16.35
1509009798358,15.06
1509009798359,11.9
1509009798360,11.91
1509009798361,14.83
1509009798362,12.74
1509009798363,15.71
1509009798364,15.38
1509009798365,13.66
1509009798366,13.52
1509009798367,15.89
1509009798368,12.96
1509009798369,16.7
1509009798370,19.19
1509009798371,12.28
1509009798372,11.44
1509009798373,10.82
1509009798374,19.95
1509009798375,11.85
1509009798376,13.95
1509009798377,12.98
1509009798378,17.08
1509009798379,16.46
1509009798380,19.25
1509009798381,14.1
1509009798382,13.31
1509009798383,18.4
1509009798384,14.41
1509009798385,16.55
1509009798386,13.38
1509009798387,14.45
1509009798388,14.83
1509009798389,13.51
1509009798390,17.58
1509009798391,15.02
1509009798392,14.67
1509009798393,13.28
1509009798394,13.67
1509009798395,13.63
1509009798396,15.16
1509009798397,19.56
1509009798398,13.93
1509009798399,15.31
1509009798400,13.68
1509009798401,17.92
1509009798402,19.71
1509009798403,14.78
1509009798404,15.88
1509009798405,15.42
1509009798406,16.53
1509009798407,13.36
1509009798408,14.62
1509009798409,12.91
1509009798410,15.38
1509009798411,13.1
1509009798412,12.45
1509009798413,14.13
1509009798414,12.08
1509009798415,16.48
1509009798416,16.71
1509009798417,17.3
1509009798418,20.75
1509009798419,18.75
1509009798420,13.92
1509009798421,18.45
1509009798422,14.25
1509009798423,14.75
1509009798424,13.26
1509009798425,14.63
1509009798426,13.7
1509009798427,19.34
1509009798428,14.75
1509009798429,13.7
1509009798430,17.91
1509009798431,16.79
1509009798432,16.79
1509009798433,14.58
1509009798434,16.22
1509009798435,15.51
1509009798436,16.06
1509009798437,11.35
1509009798438,12.88
1509009798439,18.28
1509009798440,12.91
1509009798441,10.59
1509009798442,13.25
1509009798443,14.33
1509009798444,17.62
1509009798445,18.59
1509009798446,13.36
1509009798447,11.1
1509009798448,9.93
1509009798449,16.48
1509009798450,12.2
1509009798451,16.47
1509009798452,17.62
1509009798453,13.32
1509009798454,12.51
1509009798455,13.93
1509009798456,18.31
1509009798457,17.61
1509009798458,13.46
1509009798459,16.62
1509009798460,11.17
1509009798461,19.61
1509009798462,13
1509009798463,13.31
1509009798464,16.75
1509009798465,10.77
1509009798466,13.15
1509009798467,10.7
1509009798468,20.09
1509009798469,18.72
1509009798470,17.24
1509009798471,18.55
1509009798472,10.25
1509009798473,8.83
1509009798474,15.28
1509009798475,12.24
1509009798476,14.67
1509009798477,18.72
1509009798478,11.39
1509009798479,15.77
1509009798480,14.3
1509009798481,11.86
1509009798482,17.19
1509009798483,13.02
1509009798484,14.43
1509009798485,12.2
1509009798486,16.24
1509009798487,13.07
1509009798488,15.18
1509009798489,10.13
1509009798490,8.2
1509009798491,13.73
1509009798492,12.98
1509009798493,14.84
1509009798494,15.61
1509009798495,7.13
1509009798496,19.09
1509009798497,8.14
1509009798498,14.87
1509009798499,20.06
1509009798500,20.1
1509009798501,15.46
1509009798502,10.19
1509009798503,9.83
1509009798504,12.14
1509009798505,22.76
1509009798506,17.58
1509009798507,20.16
1509009798508,14.29
1509009798509,14.36
1509009798510,14.83
1509009798511,16.09
1509009798512,15.98
1509009798513,15.77
1509009798514,13.19
1509009798515,12.2
1509009798516,15.43
1509009798517,16.31
1509009798518,17.91
1509009798519,11.28
1509009798520,14.02
1509009798521,17.08
1509009798522,12.72
1509009798523,10.18
1509009798524,12.51
1509009798525,16
1509009798526,13.52
1509009798527,14.64
1509009798528,13.21
1509009798529,13.37
1509009798530,10.26
1509009798531,16.9
1509009798532,13.73
1509009798533,16.76
1509009798534,13
1509009798535,13.54
1509009798536,12.65
1509009798537,11.09
1509009798538,12.15
1509009798539,13.54
1509009798540,16.54
1509009798541,13.82
1509009798542,13.07
1509009798543,13.01
1509009798544,14.23
1509009798545,14.47
1509009798546,16
1509009798547,13.13
1509009798548,18.03
1509009798549,11.05
1509009798550,19.63
1509009798551,17.98
1509009798552,11.07
1509009798553,13.47
1509009798554,14.69
1509009798555,15.48
1509009798556,18.98
1509009798557,10.74
1509009798558,18.28
1509009798559,9.88
1509009798560,15.89
1509009798561,16.82
1509009798562,18.48
1509009798563,15.58
1509009798564,16.57
1509009798565,19.45
1509009798566,14.57
1509009798567,11.32
1509009798568,10.92
1509009798569,12.14
1509009798570,15.24
1509009798571,11.82
1509009798572,17.68
1509009798573,16.74
1509009798574,15.34
1509009798575,17.2
1509009798576,13.08
1509009798577,5.99
1509009798578,16.99
1509009798579,17.64
1509009798580,16.63
1509009798581,14.38
1509009798582,15.19
1509009798583,14.01
1509009798584,12.24
1509009798585,14.87
1509009798586,18.1
1509009798587,18.1
1509009798588,17.05
1509009798589,16.66
1509009798590,16.37
1509009798591,13.59
1509009798592,18.98
1509009798593,15.29
1509009798594,14.42
1509009798595,13.64
1509009798596,16.28
1509009798597,18.06
1509009798598,14.67
1509009798599,12.75
1509009798600,18.14
1509009798601,14.2
1509009798602,15.01
1509009798603,8.85
1509009798604,17.23
1509009798605,13.34
1509009798606,17.64
1509009798607,11.87
1509009798608,10.85
1509009798609,16.14
1509009798610,12.07
1509009798611,17.01
1509009798612,13.45
1509009798613,15.02
1509009798614,11.75
1509009798615,17.22
1509009798616,11.62
1509009798617,12.05
1509009798618,13.2
1509009798619,17.13
1509009798620,11.65
1509009798621,11.26
1509009798622,9.88
1509009798623,14.67
1509009798624,14.15
1509009798625,14.94
1509009798626,10.96
1509009798627,17.28
1509009798628,12.48
1509009798629,14.27
1509009798630,10.28
1509009798631,14.14
1509009798632,10.38
1509009798633,10.96
1509009798634,8.34
1509009798635,13.01
1509009798636,21.73
1509009798637,17.26
1509009798638,13.11
1509009798639,11.7
1509009798640,11.13
1509009798641,13.84
1509009798642,10.07
1509009798643,16.27
1509009798644,16.43
1509009798645,10.38
1509009798646,13.76
1509009798647,18.65
1509009798648,9.04
1509009798649,18.13
1509009798650,16.48
1509009798651,16.29
1509009798652,18.73
1509009798653,12.38
1509009798654,15.58
1509009798655,16.25
1509009798656,14.69
1509009798657,13.74
1509009798658,14.75
1509009798659,12.17
1509009798660,17.1
1509009798661,15.85
1509009798662,13.85
1509009798663,14.19
1509009798664,12.22
1509009798665,11.46
1509009798666,15.7
1509009798667,13.87
1509009798668,16.48
1509009798669,9.78
1509009798670,12.58
1509009798671,15.71
1509009798672,11.31
1509009798673,12.35
1509009798674,14.74
1509009798675,14.93
1509009798676,15.61
1509009798677,12.18
1509009798678,13.02
1509009798679,15.59
1509009798680,13.78
1509009798681,9.67
1509009798682,16.19
1509009798683,18.6
1509009798684,14.41
1509009798685,14.47
1509009798686,14.37
1509009798687,13.85
1509009798688,19.49
1509009798689,13.74
1509009798690,14.38
1509009798691,13.96
1509009798692,14.05
1509009798693,16
1509009798694,14.82
1509009798695,16.65
1509009798696,10.78
1509009798697,15.18
1509009798698,15.68
1509009798699,13.4
1509009798700,11.9
1509009798701,10.51
1509009798702,18.72
1509009798703,16.74
1509009798704,15.19
1509009798705,14.78
1509009798706,15.17
1509009798707,11.14
1509009798708,17.81
1509009798709,14.59
1509009798710,18.79
1509009798711,11.13
1509009798712,16.78
1509009798713,17.51
1509009798714,10.66
1509009798715,10
1509009798716,14.45
1509009798717,16.24
1509009798718,12.21
1509009798719,14.74
1509009798720,11
1509009798721,9.69
1509009798722,9.05
1509009798723,13.76
1509009798724,17.69
1509009798725,11.97
1509009798726,14.7
1509009798727,9.84
1509009798728,14.98
1509009798729,17.44
1509009798730,12.15
1509009798731,16.94
1509009798732,14.61
1509009798733,16.64
1509009798734,12
1509009798735,16.2
1509009798736,15.02
1509009798737,15.52
1509009798738,13.77
1509009798739,13.73
1509009798740,11.53
1509009798741,12.65
1509009798742,12.75
1509009798743,19.92
1509009798744,16.66
1509009798745,13.79
1509009798746,12.34
1509009798747,11.47
1509009798748,16.97
1509009798749,15.19
1509009798750,16.87
1509009798751,11.15
1509009798752,12.75
1509009798753,12.1
1509009798754,14.79
1509009798755,19.27
1509009798756,20.26
1509009798757,17.79
1509009798758,18.65
1509009798759,21.59
1509009798760,19.44
1509009798761,18.37
1509009798762,14.69
1509009798763,16.82
1509009798764,17.46
1509009798765,12.98
1509009798766,13.54
1509009798767,13.06
1509009798768,16.66
1509009798769,18.81
1509009798770,9.76
1509009798771,13.91
1509009798772,17.99
1509009798773,9.14
1509009798774,16.18
1509009798775,11.05
1509009798776,13.63
1509009798777,14.68
1509009798778,8.33
1509009798779,13.91
1509009798780,15.07
1509009798781,17.32
1509009798782,14.81
1509009798783,16.93
1509009798784,17.08
1509009798785,12.61
1509009798786,15.04
1509009798787,12.62
1509009798788,16.89
1509009798789,12.12
1509009798790,18.11
1509009798791,15.72
1509009798792,10.5
1509009798793,17.48
1509009798794,12.15
1509009798795,16.41
1509009798796,15.86
1509009798797,14.03
1509009798798,15.45
1509009798799,15.34
1509009798800,11.4
1509009798801,12.97
1509009798802,16.41
1509009798803,14.2
1509009798804,14.47
1509009798805,22.22
1509009798806,16.13
1509009798807,18.34
1509009798808,17.79
1509009798809,14.41
1509009798810,12.85
1509009798811,18.76
1509009798812,13.76
1509009798813,14.23
1509009798814,15.61
1509009798815,15.94
1509009798816,14.48
1509009798817,18.39
1509009798818,14.53
1509009798819,18.98
1509009798820,18.64
1509009798821,17.74
1509009798822,15.46
1509009798823,11
1509009798824,10.68
1509009798825,15.13
1509009798826,13.93
1509009798827,17.1
1509009798828,9.62
1509009798829,17.43
1509009798830,15.11
1509009798831,13.77
1509009798832,17.25
1509009798833,16.73
1509009798834,10.62
1509009798835,15.68
1509009798836,9.85
1509009798837,12.91
1509009798838,15.85
1509009798839,16.67
1509009798840,17.46
1509009798841,12.84
1509009798842,17.66
1509009798843,13.74
1509009798844,15.15
1509009798845,15.91
1509009798846,20.08
1509009798847,8.29
1509009798848,13.94
1509009798849,11.64
1509009798850,19.59
1509009798851,13.8
1509009798852,12.74
1509009798853,11.48
1509009798854,12.13
1509009798855,13.49
1509009798856,13.79
1509009798857,13.28
1509009798858,12.92
1509009798859,12.2
1509009798860,12.46
1509009798861,17.75
1509009798862,11.23
1509009798863,17.05
1509009798864,18.09
1509009798865,16.49
1509009798866,14.21
1509009798867,10.5
1509009798868,13.03
1509009798869,8.21
1509009798870,14.44
1509009798871,12.96
1509009798872,16.41
1509009798873,13.17
1509009798874,13.3
1509009798875,17.07
1509009798876,19.02
1509009798877,15.65
1509009798878,10.41
1509009798879,13.04
1509009798880,20.98
1509009798881,10.71
1509009798882,13.81
1509009798883,14.86
1509009798884,16.24
1509009798885,17.39
1509009798886,13.89
1509009798887,17.63
1509009798888,13.27
1509009798889,17.67
1509009798890,21.91
1509009798891,12.15
1509009798892,16.86
1509009798893,20.18
1509009798894,11.39
1509009798895,15.61
1509009798896,11.14
1509009798897,12.91
1509009798898,18.42
1509009798899,16.3
1509009798900,15.22
1509009798901,12.52
1509009798902,10.39
1509009798903,12.36
1509009798904,15.15
1509009798905,13.71
1509009798906,22.5
1509009798907,15.76
1509009798908,14.73
1509009798909,11.81
1509009798910,15.2
1509009798911,10.12
1509009798912,14.35
1509009798913,15.1
1509009798914,13.67
1509009798915,15.55
1509009798916,11.75
1509009798917,16.24
1509009798918,12.19
1509009798919,11.15
1509009798920,18.23
1509009798921,14.58
1509009798922,13.29
1509009798923,17.24
1509009798924,16.41
1509009798925,12.58
1509009798926,16.61
1509009798927,11.41
1509009798928,14.46
1509009798929,12.32
1509009798930,16.82
1509009798931,14.58
1509009798932,16.08
1509009798933,12.98
1509009798934,14.04
1509009798935,12.44
1509009798936,13.34
1509009798937,14.79
1509009798938,11.25
1509009798939,14.23
1509009798940,15.09
1509009798941,15.51
1509009798942,14.3
1509009798943,17.16
1509009798944,12.14
1509009798945,15.63
1509009798946,13.73
1509009798947,15.03
1509009798948,13.97
1509009798949,14.01
1509009798950,14.75
1509009798951,17.48
1509009798952,17.95
1509009798953,11.35
1509009798954,11.06
1509009798955,17.83
1509009798956,15.4
1509009798957,15.95
1509009798958,15.75
1509009798959,14.79
1509009798960,10.26
1509009798961,15.31
1509009798962,11.74
1509009798963,15.9
1509009798964,13.03
1509009798965,9.73
1509009798966,15.14
1509009798967,8.05
1509009798968,16.95
1509009798969,18.02
1509009798970,14.11
1509009798971,20.27
1509009798972,19.43
